Provider_Number,Facility_Name,Address,City,State,County,Profit_or_Non_Profit,Chain_Owned,Chain_Organization,No_Dialysis_Stations,Patient_Transfusion_category_text,transfusion_summary,hypercalcemia_summary,Serum_phosphorus_summary,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,hospitalization_summary,hospital_readmission_summary,survival_summary,Patient_Infection_category_text,Fistula_Category_Text,fistula_summary,long_term_catheter_summary,Npcr_summary,SWR_category_text,PPPW_category_text
432312,SANFORD MEDICAL CENTER,1321 W 22ND ST,SIOUX FALLS,SD,MINNEHAHA,Non-Profit,Yes,SANFORD HEALTH,28,As Expected,63,99,109,As Expected,As Expected,As Expected,81,99,139,As Expected,As Expected,108,108,0,Not Available,As Expected
432501,BLACK HILLS DIALYSIS - EAGLE BUTTE,201 SOUTH SYCAMORE STREET,EAGLE BUTTE,SD,DEWEY,Profit,No,INDEPENDENT,12,As Expected,42,57,59,As Expected,As Expected,As Expected,46,43,165,As Expected,Better than Expected,61,61,0,As Expected,As Expected
432503,DAVITA SIOUX FALLS COMMUNITY DIALYSIS,2326 W 69TH ST,SIOUX FALLS,SD,LINCOLN,Profit,Yes,DAVITA,12,As Expected,30,42,45,As Expected,As Expected,As Expected,37,40,171,As Expected,As Expected,36,36,0,Not Available,As Expected
432504,DAVITA ROSEBUD DIALYSIS,1 SOLDIER CREEK RD,ROSEBUD,SD,TODD,Profit,Yes,DAVITA,12,As Expected,35,47,51,As Expected,As Expected,As Expected,39,39,181,Worse than Expected,As Expected,51,51,0,Not Available,As Expected
412515,BIO-MEDICAL APPLICATIONS OF RHODE ISLAND,622 GEORGE WASHINGTON HIGHWAY,LINCOLN,RI,PROVIDENCE,Non-Profit,Yes,FRESENIUS MEDICAL CARE,17,Not Available,20,35,38,As Expected,As Expected,As Expected,26,25,40,As Expected,As Expected,38,38,0,Not Available,As Expected
413500,THE DIALYSIS CENTER OF RHODE ISLAND HOSPITAL,22 BAKER STREET,PROVIDENCE,RI,PROVIDENCE,Non-Profit,No,INDEPENDENT,18,As Expected,60,110,117,As Expected,As Expected,As Expected,67,87,297,As Expected,As Expected,86,86,0,As Expected,As Expected
413501,DIALYSIS CENTER OF RHODE ISLAND HOSPITAL,950 WARREN AVENUE,EAST PROVIDENCE,RI,PROVIDENCE,Non-Profit,No,INDEPENDENT,12,As Expected,31,49,52,As Expected,As Expected,As Expected,40,45,142,As Expected,As Expected,51,51,1,As Expected,As Expected
422503,DSI GREENVILLE RENAL CENTER,1004 GROVE ROAD,GREENVILLE,SC,GREENVILLE,Profit,Yes,"US RENAL CARE, INC.",37,As Expected,81,122,127,As Expected,As Expected,Worse than Expected,103,113,426,As Expected,As Expected,129,129,0,Worse than Expected,As Expected
422609,DAVITA FORT MILL DIALYSIS,1975 CAROLINA PLACE DR,FORT MILL,SC,YORK,Profit,Yes,DAVITA,20,As Expected,63,79,87,As Expected,As Expected,As Expected,71,88,270,As Expected,As Expected,86,86,0,As Expected,As Expected
422610,DAVITA MYRTLE BEACH DIALYSIS,3919 MAYFAIR STREET,MYRTLE BEACH,SC,HORRY,Profit,Yes,DAVITA,16,As Expected,41,67,68,As Expected,As Expected,As Expected,50,39,193,As Expected,As Expected,69,69,0,As Expected,As Expected
442555,DCI CHATTANOOGA BROAD ST,3555 BROAD ST.,CHATTANOOGA,TN,HAMILTON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",16,As Expected,53,72,78,As Expected,As Expected,As Expected,61,64,227,As Expected,As Expected,79,79,0,As Expected,As Expected
392887,DAVITA DUKE ST DIALYSIS,"901 E. MAIN STREET, SUITE 12",PALMYRA,PA,NA,Profit,Yes,DAVITA,12,Not Available,4,7,9,Not Available,Not Available,Not Available,4,4,4,Not Available,Not Available,9,9,0,Not Available,Not Available
392888,DAVITA CEDAR GROVE DIALYSIS,4952 PARKSIDE AVENUE,PHILADELPHIA,PA,NA,Profit,Yes,DAVITA,25,As Expected,54,102,105,As Expected,As Expected,As Expected,64,31,64,Not Available,As Expected,106,106,0,Not Available,As Expected
392889,DAVITA ETOWAH DIALYSIS LLC,"2550 ROUTE 100, SUITE 2",MACUNGIE,PA,NA,Profit,Yes,DAVITA,12,Not Available,0,2,2,Not Available,Not Available,Not Available,2,0,2,Not Available,Not Available,2,2,0,Not Available,Not Available
392890,"DIALYSIS CARE CENTER FULTON COUNTY, LLC",214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,NA,Profit,No,INDEPENDENT,8,Not Available,8,13,14,Not Available,Not Available,Not Available,11,4,11,Not Available,As Expected,14,14,0,Not Available,Not Available
392891,DAVITA NORRISTOWN DIALYSIS,"1700 MARKLEY STREET, SUITE 122",NORRISTOWN,PA,NA,Profit,Yes,DAVITA,13,Not Available,2,2,2,Not Available,Not Available,Not Available,2,0,2,Not Available,Not Available,2,2,0,Not Available,Not Available
452500,MIDTOWN KIDNEY CENTER,9126 EASTEX FREEWAY,HOUSTON,TX,HARRIS,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,40,55,55,As Expected,As Expected,As Expected,46,39,156,As Expected,As Expected,55,55,0,Not Available,As Expected
452501,FRESENIUS MEDICAL CARE PD SERVICES OF DALLAS,8700 NORTH STEMMONS,DALLAS,TX,DALLAS,Profit,Yes,FRESENIUS MEDICAL CARE,0,Not Available,16,25,25,As Expected,Not Available,As Expected,18,5,100,Not Available,Not Available,0,0,0,Not Available,As Expected
452506,DIALYSIS CENTER OF LUBBOCK,6630 QUAKER AVE,LUBBOCK,TX,LUBBOCK,Profit,Yes,FRESENIUS MEDICAL CARE,29,As Expected,156,192,215,As Expected,As Expected,As Expected,166,173,728,Better than Expected,As Expected,211,211,0,As Expected,As Expected
452507,FRESENIUS MEDICAL CARE WESTOVER HILLS,9010 CULEBRA RD,SAN ANTONIO,TX,BEXAR,Profit,Yes,FRESENIUS MEDICAL CARE,18,Worse than Expected,93,135,143,As Expected,As Expected,As Expected,106,118,399,As Expected,Better than Expected,122,122,0,As Expected,As Expected
452508,FRESENIUS MEDICAL CARE MCALLEN,1325 EAST QUEBEC,MCALLEN,TX,HIDALGO,Profit,Yes,FRESENIUS MEDICAL CARE,37,As Expected,224,312,323,As Expected,As Expected,As Expected,248,253,1007,Better than Expected,As Expected,244,244,0,Better than Expected,Better than Expected
452658,DAVITA VICTORIA DIALYSIS CENTER,1405 VICTORIA STATION DRIVE,VICTORIA,TX,VICTORIA,Profit,Yes,DAVITA,29,As Expected,125,162,173,As Expected,As Expected,As Expected,134,150,571,As Expected,As Expected,134,134,0,As Expected,As Expected
422672,BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA INC.,125 KINARD ST,ORANGEBURG,SC,NA,Profit,Yes,FRESENIUS MEDICAL CARE,11,As Expected,27,38,42,As Expected,As Expected,Not Available,31,37,33,As Expected,As Expected,42,42,0,Not Available,As Expected
422673,USRC MAULDIN LLC,1328 HIGHWAY 14,SIMPSONVILLE,SC,NA,Non-Profit,Yes,"US RENAL CARE, INC.",12,As Expected,32,55,59,As Expected,Better than Expected,As Expected,39,44,39,As Expected,As Expected,39,39,0,Not Available,As Expected
422674,DAVITA TOTAL RENAL CARE INC.,231 KELLEY STREET,LAKE CITY,SC,NA,Profit,Yes,DAVITA,16,Not Available,6,12,13,Not Available,Not Available,Not Available,7,6,7,Not Available,As Expected,13,13,0,Not Available,As Expected
422675,DAVITA SALLY HILL DIALYSIS,1471 N. CASHUA DRIVE,FLORENCE,SC,NA,Profit,Yes,DAVITA,12,Not Available,9,13,14,Not Available,Not Available,Not Available,10,10,10,Not Available,As Expected,14,14,0,Not Available,Worse than Expected
442605,U.S. RENAL CARE SOUTH MEMPHIS DIALYSIS,3960 KNIGHT ARNOLD RD,MEMPHIS,TN,SHELBY,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),25,As Expected,44,66,68,As Expected,As Expected,As Expected,49,48,200,As Expected,As Expected,71,71,0,As Expected,As Expected
442732,WELLBOUND OF MEMPHIS LLC,780 TRUSE PKWY,MEMPHIS,TN,SHELBY,Profit,Yes,SATELLITE HEALTHCARE,0,As Expected,66,103,103,As Expected,As Expected,As Expected,80,70,302,Not Available,As Expected,36,36,0,Better than Expected,Better than Expected
442733,DAVITA MEDINA DIALYSIS,210 GRACE CV,MEDINA,TN,BALTIMORE,Profit,Yes,DAVITA,12,Worse than Expected,45,57,59,As Expected,As Expected,As Expected,50,46,124,As Expected,As Expected,44,44,0,As Expected,As Expected
442734,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC",1 MEDICAL PARK BLVD,BRISTOL,TN,SULLIVAN,Profit,Yes,FRESENIUS MEDICAL CARE,0,Not Available,19,28,29,As Expected,As Expected,As Expected,23,25,85,Not Available,As Expected,19,19,0,Not Available,As Expected
442735,"FMC SOUTH AIRWAYS, LLC",5484 AIRWAYS BLVD,MEMPHIS,TN,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,29,As Expected,82,113,123,As Expected,As Expected,As Expected,92,126,300,As Expected,As Expected,98,98,0,Worse than Expected,As Expected
442736,SRS-NASHVILLE HH LLC,3900 CLIFTON AVE,NASHVILLE,TN,DAVIDSON,Profit,No,INDEPENDENT,10,Worse than Expected,29,53,56,As Expected,As Expected,Worse than Expected,34,43,100,As Expected,Worse than Expected,51,51,0,Not Available,As Expected
452753,FALLS COUNTY KIDNEY CENTER,602 HWY 6 SOUTH,MARLIN,TX,FALLS,Profit,Yes,FRESENIUS MEDICAL CARE,11,As Expected,33,49,52,As Expected,As Expected,As Expected,35,31,162,As Expected,As Expected,52,52,0,Not Available,As Expected
452754,"TEXAS CITY DIALYSIS, LP",3557 PALMER HWY,TEXAS CITY,TX,GALVESTON,Profit,Yes,SANKAR NEPHROLOGY GROUP,17,As Expected,62,77,84,As Expected,As Expected,As Expected,70,95,275,Better than Expected,As Expected,85,85,0,As Expected,As Expected
452755,DAVITA MEMORIAL DIALYSIS CENTER,11621 KATY FREEWAY,HOUSTON,TX,HARRIS,Profit,Yes,DAVITA,26,As Expected,116,156,155,As Expected,As Expected,As Expected,126,140,579,Better than Expected,As Expected,145,145,0,As Expected,As Expected
452757,SNG - SANDCASTLE DIALYSIS CENTER,8900 EMMETT F. LOWRY EXP,TEXAS CITY,TX,GALVESTON,Profit,Yes,SANKAR NEPHROLOGY GROUP,18,As Expected,52,69,72,As Expected,As Expected,As Expected,57,115,224,As Expected,As Expected,72,72,0,As Expected,As Expected
452758,DAVITA MESA VISTA DIALYSIS,1211 EAST CLIFF DRIVE,EL PASO,TX,EL PASO,Profit,Yes,DAVITA,25,As Expected,90,132,136,As Expected,As Expected,Worse than Expected,99,124,431,Better than Expected,Better than Expected,129,129,0,As Expected,As Expected
452660,FRESENIUS MEDICAL CARE HEREFORD,533 N 25 MILE AVE STE A,HEREFORD,TX,DEAF SMITH,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,49,65,65,As Expected,As Expected,As Expected,56,46,230,Better than Expected,As Expected,66,66,0,As Expected,As Expected
452661,AQUA DIALYSIS LIVINGSTON LLC,209 WEST PARK DRIVE,LIVINGSTON,TX,POLK,Profit,Yes,AQUA DIALYSIS,12,As Expected,45,61,65,As Expected,As Expected,As Expected,52,71,212,As Expected,As Expected,64,64,0,Not Available,As Expected
452663,DAVITA HUNTSVILLE DIALYSIS,521 IH 45 S,HUNTSVILLE,TX,WALKER,Profit,Yes,DAVITA,24,As Expected,56,72,76,Worse than Expected,Worse than Expected,As Expected,61,84,289,As Expected,As Expected,58,58,0,As Expected,As Expected
452664,US RENAL CARE RIO GRANDE DIALYSIS,2787 PHARMACY RD,RIO GRANDE CITY,TX,STARR,Profit,Yes,"US RENAL CARE, INC.",15,As Expected,77,91,93,As Expected,As Expected,As Expected,82,80,307,Better than Expected,As Expected,93,93,0,As Expected,As Expected
452665,DAVITA DENISON DIALYSIS CENTER,123 N. US HWY 75,DENISON,TX,GRAYSON,Profit,Yes,DAVITA,21,As Expected,108,145,156,As Expected,As Expected,As Expected,120,167,480,As Expected,As Expected,119,119,0,As Expected,As Expected
442606,FMC WEST KINGSPORT,3600 NETHERLAND INN ROAD,KINGSPORT,TN,SULLIVAN,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,76,120,127,As Expected,As Expected,As Expected,85,102,371,As Expected,As Expected,114,114,0,As Expected,As Expected
442607,DAVITA CAMDEN DIALYSIS,168 A WEST MAIN STREET,CAMDEN,TN,BENTON,Profit,Yes,DAVITA,13,Worse than Expected,32,40,41,As Expected,As Expected,As Expected,34,47,142,As Expected,As Expected,40,40,0,As Expected,As Expected
442608,"DIALYSIS ASSOCIATES, LLC",110  IVY LANE,PULASKI,TN,GILES,Profit,Yes,RENAL CARE GROUP INC.,17,As Expected,39,48,50,As Expected,As Expected,As Expected,41,24,178,As Expected,As Expected,50,50,0,Not Available,As Expected
442609,"DIALYSIS ASSOCIATES, LLC",28 WHITE BRIDGE ROAD,NASHVILLE,TN,DAVIDSON,Profit,Yes,RENAL CARE GROUP INC.,6,As Expected,53,95,103,As Expected,As Expected,As Expected,65,58,257,Not Available,As Expected,25,25,0,Better than Expected,As Expected
442610,FMC MEMPHIS MIDTOWN,2225 UNION AVENUE,MEMPHIS,TN,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,29,As Expected,111,172,177,As Expected,As Expected,As Expected,126,125,543,As Expected,As Expected,155,155,0,As Expected,As Expected
402531,FMC YAUCO DIALYSIS CENTER,25 CALLE PROLONGACION COMERCIO,YAUCO,PR,YAUCO,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,61,128,138,As Expected,As Expected,Worse than Expected,63,53,320,Better than Expected,As Expected,125,125,0,As Expected,As Expected
442737,DAVITA INTERSTATE DRIVE DIALYSIS,1843 FOREMAN DRIVE,COOKEVILLE,TN,PUTNAM,Profit,Yes,DAVITA,12,Not Available,13,17,18,As Expected,Not Available,As Expected,14,10,48,As Expected,As Expected,18,18,0,Not Available,Worse than Expected
452592,SOUTH ARLINGTON DIALYSIS CENTER,3415 S COOPER STREET,ARLINGTON,TX,TARRANT,Profit,Yes,AMERICAN RENAL ASSOCIATES,36,As Expected,103,177,182,As Expected,Better than Expected,Better than Expected,139,120,577,As Expected,As Expected,171,171,0,Better than Expected,As Expected
452594,FRESENIUS MEDICAL CARE SOUTHWEST FORT WORTH,4804 BRYANT IRVIN COURT,FORT WORTH,TX,TARRANT,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,71,108,110,As Expected,As Expected,As Expected,82,106,311,Better than Expected,As Expected,110,110,0,As Expected,As Expected
452595,KIDNEY DISEASE CLINIC OF CENTRAL SAN ANTONIO,305 NORTH FRIO,SAN ANTONIO,TX,BEXAR,Profit,Yes,FRESENIUS MEDICAL CARE,30,As Expected,146,222,232,As Expected,As Expected,As Expected,165,178,664,As Expected,As Expected,128,128,0,As Expected,As Expected
452598,MT PLEASANT DIALYSIS CENTER,628 S JEFFERSON AVE,MOUNT PLEASANT,TX,TITUS,Profit,Yes,FRESENIUS MEDICAL CARE,25,As Expected,78,122,127,As Expected,As Expected,As Expected,92,71,374,As Expected,As Expected,127,127,0,As Expected,As Expected
452602,FRESENIUS MEDICAL CARE AUSTIN SOUTH,621 RADAM LN,AUSTIN,TX,TRAVIS,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,52,72,72,As Expected,As Expected,Better than Expected,54,55,270,Better than Expected,As Expected,73,73,0,Worse than Expected,As Expected
452760,FRESENIUS MEDICAL CARE PAMPA,2545 PERRYTON PKY STE E1,PAMPA,TX,GRAY,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,58,67,72,As Expected,As Expected,As Expected,63,52,220,Better than Expected,As Expected,72,72,0,As Expected,As Expected
442655,DAVITA WHITEHAVEN RENAL CENTER,3420 ELVIS PRESLEY BLVD,MEMPHIS,TN,SHELBY,Profit,Yes,DAVITA,25,As Expected,81,115,117,As Expected,As Expected,As Expected,89,88,376,Better than Expected,As Expected,113,113,0,As Expected,As Expected
442656,CROSSVILLE DIALYSIS CLINIC,121 DOOLEY STREET,CROSSVILLE,TN,CUMBERLAND,Profit,Yes,FRESENIUS MEDICAL CARE,17,Worse than Expected,59,86,91,As Expected,Worse than Expected,As Expected,72,120,304,As Expected,As Expected,85,85,0,As Expected,As Expected
442657,RCG UNION CITY,1117 SOUTH MILES,UNION CITY,TN,OBION,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,55,75,78,As Expected,As Expected,As Expected,66,67,263,As Expected,As Expected,80,80,0,As Expected,As Expected
442658,FMC DIALYSIS NEWPORT,119 HEDRICK STREET,NEWPORT,TN,COCKE,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,39,63,66,As Expected,As Expected,Worse than Expected,47,34,201,As Expected,As Expected,65,65,0,As Expected,As Expected
422652,"BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA, INC.",1051 S. 4TH STREET,HARTSVILLE,SC,BALTIMORE,Profit,Yes,FRESENIUS MEDICAL CARE,0,As Expected,26,30,33,As Expected,As Expected,As Expected,27,20,75,Not Available,Not Available,4,4,0,As Expected,As Expected
422653,FRESENIUS MEDICAL CARE NORTH ANDERSON,2021 CARDINAL CIR,ANDERSON,SC,NA,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,90,121,129,As Expected,As Expected,As Expected,104,121,364,As Expected,As Expected,105,105,0,As Expected,As Expected
422654,DENTSVILLE KIDNEY CENTER,201 COLUMBIA MALL BLVD,COLUMBIA,SC,NA,Profit,Yes,AMERICAN RENAL ASSOCIATES,10,Not Available,8,45,49,As Expected,As Expected,As Expected,33,20,112,As Expected,As Expected,37,37,0,As Expected,As Expected
422655,FRESENIUS MEDICAL CARE SWAN LAKE DIALYSIS CENTER,520 PHYSICIANS LANE,SUMTER,SC,SUMTER,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,79,118,123,As Expected,As Expected,As Expected,98,94,288,As Expected,Worse than Expected,122,122,0,As Expected,As Expected
422656,DAVITA WOFFORD AT HOME,8024 WHITE AVE,SPARTANBURG,SC,HARFORD,Profit,Yes,DAVITA,14,As Expected,58,84,86,As Expected,As Expected,As Expected,64,55,176,As Expected,As Expected,65,65,0,As Expected,As Expected
402533,ATLANTIS RENAL CENTRE OF MANATI,THE RENAL CENTER OF MANATI; HOSPITAL DR. CENTER,MANATI,PR,MANATI,Profit,Yes,ATLANTIS HEALTHCARE GROUP,41,Worse than Expected,155,235,251,Worse than Expected,As Expected,Worse than Expected,174,271,667,Better than Expected,As Expected,242,242,0,As Expected,Worse than Expected
402534,ATLANTIS RENAL CENTRE OF GUAYNABO,CARR. 199 AVE LAS CUMBRES # 140,GUAYNABO,PR,GUAYNABO,Profit,Yes,ATLANTIS HEALTHCARE GROUP,18,Not Available,0,0,0,Not Available,Not Available,Worse than Expected,0,0,234,Not Available,Not Available,0,0,0,As Expected,Not Available
402535,ATLANTIS RENAL CENTRE OF LARES,"ATLANTIS HEALTHCARE GROUP OF PR, INC.",LARES,PR,LARES,Profit,Yes,ATLANTIS HEALTHCARE GROUP,15,Worse than Expected,60,82,84,Worse than Expected,As Expected,As Expected,61,84,235,Better than Expected,As Expected,84,84,0,Not Available,As Expected
402536,ATLANTIS RENAL CENTRE OF SAN SEBASTIAN,AVENUE EMERITO ESTRADA,SAN SEBASTIAN,PR,SAN SEBASTIAN,Profit,Yes,ATLANTIS HEALTHCARE GROUP,25,As Expected,62,100,102,As Expected,As Expected,As Expected,65,67,255,Better than Expected,As Expected,98,98,0,Not Available,As Expected
402537,ATLANTIS RENAL CENTRE OF ISABELA,2641 AVE MILITAR,ISABELA,PR,ISABELA,Profit,Yes,ATLANTIS HEALTHCARE GROUP,25,As Expected,49,86,91,As Expected,As Expected,Worse than Expected,54,48,254,Better than Expected,As Expected,91,91,0,Not Available,As Expected
452733,DAVITA FLORESVILLE DIALYSIS,543 10TH STREET,FLORESVILLE,TX,WILSON,Profit,Yes,DAVITA,12,As Expected,68,85,93,As Expected,As Expected,As Expected,75,69,294,As Expected,As Expected,93,93,0,Not Available,As Expected
452734,DAVITA GONZALES DIALYSIS CENTER,1406 NORTH SARAH DEWITT,GONZALES,TX,GONZALES,Profit,Yes,DAVITA,16,As Expected,50,63,69,As Expected,As Expected,As Expected,53,34,255,As Expected,As Expected,68,68,0,Not Available,As Expected
452735,BAY AREA DIALYSIS SOUTHSIDE,4112 S STAPLES STE AB,CORPUS CHRISTI,TX,NUECES,Profit,Yes,FRESENIUS MEDICAL CARE,24,Worse than Expected,167,216,228,As Expected,As Expected,As Expected,177,183,640,As Expected,As Expected,179,179,0,As Expected,As Expected
452736,DAVITA UT SOUTHWESTERN-DALLAS DIALYSIS,204 EAST AIRPORT FREEWAY,IRVING,TX,DALLAS,Profit,Yes,DAVITA,36,As Expected,174,239,245,As Expected,As Expected,As Expected,208,211,901,As Expected,As Expected,80,80,0,Better than Expected,Better than Expected
452737,DAVITA BROWNSVILLE RENAL CENTER,2945 CENTRAL BLVD,BROWNSVILLE,TX,CAMERON,Profit,Yes,DAVITA,20,As Expected,111,143,149,As Expected,As Expected,As Expected,119,146,488,Better than Expected,As Expected,142,142,0,As Expected,As Expected
442659,FMC COLLIERVILLE,155 CRESCENT DRIVE,COLLIERVILLE,TN,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,50,61,65,As Expected,As Expected,As Expected,56,54,228,As Expected,As Expected,65,65,0,As Expected,As Expected
442660,U.S. RENAL CARE GALLERIA DIALYSIS,8592 RICKY BELL COVE,MEMPHIS,TN,SHELBY,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),20,As Expected,55,76,82,As Expected,As Expected,Worse than Expected,61,83,300,As Expected,As Expected,73,73,0,As Expected,As Expected
442756,"KIDNEY CENTER OF OOLTEWAH-COLLEGEDALE, LLC",5483 LITTLE DEBBIE PKWY,OOLTEWAH,TN,NA,Profit,Yes,"KIDNEY CENTER, INC.",28,Not Available,21,26,33,As Expected,Better than Expected,Not Available,26,24,26,Not Available,As Expected,32,32,0,Not Available,As Expected
442757,"FRESENIUS MEDICAL CARE COLUMBIA FRANKLIN, LLC",8048 STATION HILL DR,SPRING HILL,TN,NA,Profit,Yes,FRESENIUS MEDICAL CARE,13,Not Available,2,10,10,Not Available,Not Available,Not Available,2,5,2,Not Available,Not Available,10,10,0,Not Available,As Expected
442758,DAVITA FOREMAN DRIVE HOME TRAINING,1843 FOREMAN DR STE 201,COOKEVILLE,TN,NA,Profit,Yes,DAVITA,3,Not Available,0,1,2,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,0,0,0,Not Available,Not Available
442759,"FRESENIUS MEDICAL CARE SANDY RIVER, LLC",57 COMMERCE ST,PARIS,TN,NA,Profit,Yes,FRESENIUS MEDICAL CARE,17,Not Available,2,2,2,Not Available,Not Available,Not Available,2,1,2,Not Available,Not Available,2,2,0,Not Available,Not Available
422657,FRESENIUS MEDICAL CARE WALTERBORO,904 N. JEFFERIES BOULEVARD,WALTERBORO,SC,NA,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,54,79,79,As Expected,As Expected,As Expected,59,91,198,As Expected,As Expected,72,72,0,As Expected,As Expected
442579,FMC BRADLEY,905 CLINGAN RIDGE ROAD,CLEVELAND,TN,BRADLEY,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,66,98,105,As Expected,As Expected,As Expected,71,91,279,As Expected,As Expected,95,95,0,As Expected,As Expected
442581,DCI LEBANON,212 BABB DR.,LEBANON,TN,WILSON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",25,As Expected,58,86,88,As Expected,As Expected,As Expected,72,86,294,Better than Expected,As Expected,79,79,0,As Expected,As Expected
442583,VANDERBILT DIALYSIS CLINIC,"2906 FOSTER CREIGHTON DRIVE, SUITE 200",NASHVILLE,TN,DAVIDSON,Profit,No,INDEPENDENT,46,As Expected,87,131,138,As Expected,As Expected,As Expected,98,175,621,As Expected,Worse than Expected,135,135,0,Better than Expected,As Expected
442586,DCI SHELBYVILLE,120 FRANK MARTIN RD.,SHELBYVILLE,TN,BEDFORD,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",24,As Expected,32,56,56,As Expected,As Expected,As Expected,39,29,185,As Expected,As Expected,57,57,0,Not Available,As Expected
422570,FMC DIALYSIS SERVICES THE MARSHLANDS,28 RICE POND ROAD,RIDGELAND,SC,BEAUFORT,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,47,63,73,As Expected,As Expected,As Expected,53,62,262,As Expected,As Expected,67,67,0,As Expected,As Expected
422571,FMC DIALYSIS SERVICES MURRELLS INLET,5011 HIGHWAY 17 BYPASS,MURRELLS INLET,SC,GEORGETOWN,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,70,88,99,As Expected,As Expected,As Expected,83,72,322,As Expected,As Expected,99,99,0,As Expected,As Expected
422572,FMC MEADOWLAKE DIALYSIS,7631 WILSON BLVD,COLUMBIA,SC,RICHLAND,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,79,96,98,As Expected,As Expected,As Expected,85,86,312,Better than Expected,As Expected,98,98,0,As Expected,As Expected
422573,FMC DIALYSIS SERVICES LAKE MARION,20 BUFF BLVD,SUMMERTON,SC,CLARENDON,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,24,37,37,As Expected,As Expected,As Expected,28,27,127,As Expected,As Expected,38,38,0,Not Available,As Expected
422574,FREEDOM DIALYSIS CENTER,1520 FREEDOM BOULEVARD,FLORENCE,SC,FLORENCE,Profit,Yes,FRESENIUS MEDICAL CARE,28,As Expected,163,201,204,As Expected,As Expected,As Expected,181,168,782,Better than Expected,Worse than Expected,125,125,0,As Expected,As Expected
452738,FMC EAST CENTRAL HOUSTON,6830 CAPITOL ST,HOUSTON,TX,HARRIS,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,64,93,94,As Expected,As Expected,As Expected,67,95,279,As Expected,As Expected,94,94,0,Worse than Expected,As Expected
442634,FMC LOUDON DIALYSIS,200 INTERCHANGE PARK DRIVE,LENOIR CITY,TN,LOUDON,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,72,103,109,As Expected,As Expected,As Expected,87,91,320,As Expected,As Expected,95,95,0,As Expected,As Expected
442635,DCI HOLSTON RIVER CLINIC,5811 EAST GOV. JOHN SEVIER HWY,KNOXVILLE,TN,KNOX,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",24,As Expected,45,70,78,As Expected,As Expected,As Expected,55,83,244,As Expected,As Expected,77,77,1,Not Available,As Expected
442637,DAVITA RENAL CARE OF CENTRAL MEMPHIS AT HOME,"1331 UNION AVENUE, STE. 101",MEMPHIS,TN,SHELBY,Profit,Yes,DAVITA,40,As Expected,142,188,196,As Expected,As Expected,As Expected,159,135,656,As Expected,As Expected,170,170,0,As Expected,As Expected
442638,DCI HOME TRAINING OF MIDDLE TN,1633 CHURCH STREET SUITE 160,NASHVILLE,TN,DAVIDSON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",2,As Expected,46,65,68,As Expected,As Expected,As Expected,51,49,257,Not Available,Not Available,9,9,0,Better than Expected,Better than Expected
442760,BIO-MEDICAL APPLICATIONS OF TENNESSEE,6085 ARBURY WAY,OOLTEWAH,TN,NA,Profit,Yes,FRESENIUS MEDICAL CARE,20,Not Available,0,3,3,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,3,3,0,Not Available,Not Available
